T10,06:30:30,10:00:00,0,3,3,2_3_4
T11,06:30:30,06:40:00,0,24,3,2_3_4
T11,06:40:00,06:50:00,0,16,3,2_3_4
T11,06:50:00,07:10:00,0,8,3,2_3_4
T11,07:10:00,07:30:00,0,16,3,2_3_4
T11,07:30:00,10:00:00,0,20,3,2_3_4
