T12,06:31,area_1,C11,1
T12,06:31,area_1,C12,1
T12,06:31,area_1,C13,1
T12,06:31,area_1,C14,1
T12,06:31,area_1,C15,1
T12,06:31,area_1,C16,1
T12,06:31,area_1,C17,1
T12,06:31,area_1,C18,1
T12,06:31,area_1,C21,1
T12,06:31,area_1,C22,1
T12,06:31,area_1,C23,1
T12,06:31,area_1,C24,1
T12,06:31,area_1,C25,1
T12,06:31,area_1,C26,1
T12,06:31,area_1,C27,1
T12,06:31,area_1,C28,1
T12,06:31,area_1,C31,1
T12,06:31,area_1,C32,1
T12,06:31,area_1,C33,1
T12,06:31,area_1,C34,1
T12,06:31,area_1,C35,1
T12,06:31,area_1,C36,1
T12,06:31,area_1,C37,1
T12,06:31,area_1,C38,1
T12,06:31,area_1,C41,1
T12,06:31,area_1,C42,1
T12,06:31,area_1,C43,1
T12,06:31,area_1,C44,1
T12,06:31,area_1,C45,1
T12,06:31,area_1,C46,1
T12,06:31,area_1,C47,1
T12,06:31,area_1,C48,1
T12,06:31,area_1,C51,1
T12,06:31,area_1,C52,1
T12,06:31,area_1,C53,1
T12,06:31,area_1,C54,1
T12,06:31,area_1,C55,1
T12,06:31,area_1,C56,1
T12,06:31,area_1,C57,1
T12,06:31,area_1,C58,1
T12,06:31,area_1,C61,1
T12,06:31,area_1,C62,1
T12,06:31,area_1,C63,1
T12,06:31,area_1,C64,1
T12,06:31,area_1,C65,1
T12,06:31,area_1,C66,1
T12,06:31,area_1,C67,1
T12,06:31,area_1,C68,1
T12,06:31,area_1,D11,1
T12,06:31,area_1,D12,1
T12,06:31,area_1,D13,1
T12,06:31,area_1,D14,1
T12,06:31,area_1,D15,1
T12,06:31,area_1,D16,1
T12,06:31,area_1,D17,1
T12,06:31,area_1,D18,1
T12,06:31,area_1,D21,1
T12,06:31,area_1,D22,1
T12,06:31,area_1,D23,1
T12,06:31,area_1,D24,1
T12,06:31,area_1,D25,1
T12,06:31,area_1,D26,1
T12,06:31,area_1,D27,1
T12,06:31,area_1,D28,1
T12,06:31,area_1,D31,1
T12,06:31,area_1,D32,1
T12,06:31,area_1,D33,1
T12,06:31,area_1,D34,1
T12,06:31,area_1,D35,1
T12,06:31,area_1,D36,1
T12,06:31,area_1,D37,1
T12,06:31,area_1,D38,1
T12,06:31,area_1,D41,1
T12,06:31,area_1,D42,1
T12,06:31,area_1,D43,1
T12,06:31,area_1,D44,1
T12,06:31,area_1,D45,1
T12,06:31,area_1,D46,1
T12,06:31,area_1,D47,1
T12,06:31,area_1,D48,1
T12,06:31,area_1,D51,1
T12,06:31,area_1,D52,1
T12,06:31,area_1,D53,1
T12,06:31,area_1,D54,1
T12,06:31,area_1,D55,1
T12,06:31,area_1,D56,1
T12,06:31,area_1,D57,1
T12,06:31,area_1,D58,1
T12,06:31,area_1,D61,1
T12,06:31,area_1,D62,1
T12,06:31,area_1,D63,1
T12,06:31,area_1,D64,1
T12,06:31,area_1,D65,1
T12,06:31,area_1,D66,1
T12,06:31,area_1,D67,1
T12,06:31,area_1,D68,1
